Orcish horde
InfantryUnit,Footman,100
CavalryUnit,Raider,100
RangedUnit,Spearman,100
CommanderUnit,Gul´dan,180
InfantryUnit,Footman,100
CavalryUnit,Raider,100
RangedUnit,Spearman,100
InfantryUnit,Footman,100
CavalryUnit,Raider,100
RangedUnit,Spearman,100
InfantryUnit,Footman,100
CavalryUnit,Raider,100
RangedUnit,Spearman,100
InfantryUnit,Footman,100
CavalryUnit,Raider,100
RangedUnit,Spearman,100
InfantryUnit,Footman,100
CavalryUnit,Raider,100
RangedUnit,Spearman,100
InfantryUnit,Footman,100
CavalryUnit,Raider,100
RangedUnit,Spearman,100
InfantryUnit,Footman,100
CavalryUnit,Raider,100
RangedUnit,Spearman,100
InfantryUnit,Footman,100
CavalryUnit,Raider,100
RangedUnit,Spearman,100
InfantryUnit,Footman,100
CavalryUnit,Raider,100
RangedUnit,Spearman,100
InfantryUnit,Footman,100
RangedUnit,Spearman,100
InfantryUnit,Footman,100
RangedUnit,Spearman,100
InfantryUnit,Footman,100
RangedUnit,Spearman,100
InfantryUnit,Footman,100
RangedUnit,Spearman,100
InfantryUnit,Footman,100
RangedUnit,Spearman,100
InfantryUnit,Footman,100
RangedUnit,Spearman,100
InfantryUnit,Footman,100
RangedUnit,Spearman,100
InfantryUnit,Footman,100
RangedUnit,Spearman,100
InfantryUnit,Footman,100
RangedUnit,Spearman,100
InfantryUnit,Footman,100
RangedUnit,Spearman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
