Orcish horde
InfantryUnit,Grunt,100
CavalryUnit,Raider,100
RangedUnit,Spearman,100
CommanderUnit,Gul´dan,180
InfantryUnit,Grunt,100
CavalryUnit,Raider,100
RangedUnit,Spearman,100
InfantryUnit,Grunt,100
CavalryUnit,Raider,100
RangedUnit,Spearman,100
InfantryUnit,Grunt,100
CavalryUnit,Raider,100
RangedUnit,Spearman,100
InfantryUnit,Grunt,100
CavalryUnit,Raider,100
RangedUnit,Spearman,100
InfantryUnit,Grunt,100
CavalryUnit,Raider,100
RangedUnit,Spearman,100
InfantryUnit,Grunt,100
CavalryUnit,Raider,100
RangedUnit,Spearman,100
InfantryUnit,Grunt,100
CavalryUnit,Raider,100
RangedUnit,Spearman,100
InfantryUnit,Grunt,100
CavalryUnit,Raider,100
RangedUnit,Spearman,100
InfantryUnit,Grunt,100
CavalryUnit,Raider,100
RangedUnit,Spearman,100
InfantryUnit,Grunt,100
RangedUnit,Spearman,100
InfantryUnit,Grunt,100
RangedUnit,Spearman,100
InfantryUnit,Grunt,100
RangedUnit,Spearman,100
InfantryUnit,Grunt,100
RangedUnit,Spearman,100
InfantryUnit,Grunt,100
RangedUnit,Spearman,100
InfantryUnit,Grunt,100
RangedUnit,Spearman,100
InfantryUnit,Grunt,100
RangedUnit,Spearman,100
InfantryUnit,Grunt,100
RangedUnit,Spearman,100
InfantryUnit,Grunt,100
RangedUnit,Spearman,100
InfantryUnit,Grunt,100
RangedUnit,Spearman,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
